;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
INSTNR;GRADE;TYPE;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;
785007;7. klassetrin;Dansk;30;32;24;;;;;;;;;;;
785009;7. klassetrin;Dansk;30;26;12;29;;;;;;;;;;
785013;7. klassetrin;Dansk;;7;;;7;7;;5;8;;6;6;;
785016;7. klassetrin;Dansk;9;15;;12;;;;;;;;;;
787001;7. klassetrin;Dansk;16;20;11;;;;;;;;;;;
787002;7. klassetrin;Dansk;17;19;17;;;;;;;;;;;
787004;7. klassetrin;Dansk;25;18;38;;;;;;;;;;;
787005;7. klassetrin;Dansk;21;19;20;;;;;;;;;;;
787006;7. klassetrin;Dansk;56;47;32;83;57;60;67;47;58;69;53;63;47;
787008;7. klassetrin;Dansk;33;52;61;80;80;83;57;63;62;65;63;61;51;
787009;7. klassetrin;Dansk;15;11;;;;;;;;;;;;
787012;7. klassetrin;Dansk;26;17;23;;;;;;;;;;;
787013;7. klassetrin;Dansk;54;55;49;98;89;95;79;88;65;69;79;66;59;
787016;7. klassetrin;Dansk;21;15;25;41;52;30;38;45;34;31;46;32;22;
787019;7. klassetrin;Dansk;23;29;30;100;107;93;103;100;108;95;101;94;102;
787021;7. klassetrin;Dansk;;6;;;;9;;;10;8;7;7;6;
787022;7. klassetrin;Dansk;13;;10;16;12;7;8;10;6;;12;9;9;
787024;7. klassetrin;Dansk;58;55;40;;;;;;;5;6;6;12;
787030;7. klassetrin;Dansk;;5;7;;;;6;;10;;6;6;6;
787033;7. klassetrin;Dansk;14;10;;;;;6;13;8;5;5;;;
787035;7. klassetrin;Dansk;;7;;5;;;;;;;;7;;
789002;7. klassetrin;Dansk;13;29;26;18;31;18;13;19;14;15;13;17;21;
789005;7. klassetrin;Dansk;39;38;22;34;20;34;34;24;35;34;37;38;39;
789008;7. klassetrin;Dansk;38;35;26;33;34;33;14;29;38;31;21;25;22;
789009;7. klassetrin;Dansk;9;5;;;;;;7;5;;5;;;
791003;7. klassetrin;Dansk;55;63;80;67;65;52;54;62;57;79;65;67;64;
791004;7. klassetrin;Dansk;49;35;50;44;52;45;49;56;45;61;57;51;50;
791005;7. klassetrin;Dansk;37;58;34;39;42;41;90;71;82;76;73;94;89;
791006;7. klassetrin;Dansk;102;98;112;93;94;97;88;95;101;80;85;100;94;
791008;7. klassetrin;Dansk;78;69;56;60;64;64;54;65;26;61;53;62;40;
791010;7. klassetrin;Dansk;68;54;55;44;44;47;38;47;43;69;40;65;70;
791013;7. klassetrin;Dansk;63;64;49;52;65;64;69;69;56;69;65;69;69;
791014;7. klassetrin;Dansk;64;61;60;56;62;63;69;89;91;91;92;90;83;
791015;7. klassetrin;Dansk;11;17;18;17;16;18;18;18;19;19;19;19;19;
791019;7. klassetrin;Dansk;;;;15;8;12;7;8;;;;;;
791020;7. klassetrin;Dansk;54;60;55;51;43;46;50;46;55;44;53;61;52;
791023;7. klassetrin;Dansk;10;10;9;9;8;;;;;;;;;
791027;7. klassetrin;Dansk;;10;9;5;8;;;;7;6;9;12;16;
791028;7. klassetrin;Dansk;18;17;18;16;18;18;14;29;18;26;27;20;24;
791029;7. klassetrin;Dansk;;;;9;;10;16;;8;8;;6;17;
791902;7. klassetrin;Dansk;6;5;9;8;9;7;5;7;10;6;6;8;;
793002;7. klassetrin;Dansk;16;13;16;;;;;;;;;;;
793005;7. klassetrin;Dansk;8;14;11;;;;;;;;;;;
793007;7. klassetrin;Dansk;34;35;50;;;;;;;;;;;
793008;7. klassetrin;Dansk;;;;55;46;49;57;47;67;61;67;47;46;
793009;7. klassetrin;Dansk;11;10;8;;11;6;8;5;;;;7;6;
801001;7. klassetrin;Dansk;70;72;50;69;53;42;61;61;44;49;47;63;62;
801002;7. klassetrin;Dansk;;;6;6;;;;;;;8;8;5;
801007;7. klassetrin;Dansk;48;54;40;27;21;30;39;31;37;41;43;61;60;
801009;7. klassetrin;Dansk;5;;;;;;;;;;;;;
801010;7. klassetrin;Dansk;;5;;;;;;;;;;;;
803001;7. klassetrin;Dansk;38;21;29;48;47;50;42;49;35;40;56;57;50;
803002;7. klassetrin;Dansk;11;10;10;;;;;;;;;;;
803004;7. klassetrin;Dansk;28;17;23;38;41;40;43;24;35;33;35;30;24;
803005;7. klassetrin;Dansk;18;13;19;;;;;;;;;;;
803006;7. klassetrin;Dansk;14;14;8;;;;;;;;;;;
803009;7. klassetrin;Dansk;;5;;;;;;;;;;;;
805005;7. klassetrin;Dansk;11;13;10;;;;;;;;;;;
805016;7. klassetrin;Dansk;20;18;16;23;27;24;20;21;23;35;26;28;20;
805019;7. klassetrin;Dansk;;5;;;;;;;;;;;;
805020;7. klassetrin;Dansk;5;;;;;;;;;;;5;;
807001;7. klassetrin;Dansk;14;10;14;;;;;;;;;;;
807011;7. klassetrin;Dansk;11;6;8;6;6;;;;;;;;;
809001;7. klassetrin;Dansk;40;45;53;79;93;78;75;77;58;61;74;56;72;
809002;7. klassetrin;Dansk;;;;;;;;;;;;;;
809003;7. klassetrin;Dansk;22;12;12;;;;;;;;;;;
809004;7. klassetrin;Dansk;13;14;13;;;;;;;;;;;
809005;7. klassetrin;Dansk;17;19;21;25;15;22;20;18;8;23;19;9;15;
809006;7. klassetrin;Dansk;;;;;;;;;;;;;;
809008;7. klassetrin;Dansk;;;;;;;;;;;;;;
811001;7. klassetrin;Dansk;37;39;51;94;101;116;85;98;87;102;85;79;80;
811002;7. klassetrin;Dansk;11;7;12;;;;;;;;;;;
811003;7. klassetrin;Dansk;15;15;19;;;;;;;;;;;
811005;7. klassetrin;Dansk;21;15;24;;;;;;;;;;;
811006;7. klassetrin;Dansk;10;11;16;;;;;;;;;;;
811007;7. klassetrin;Dansk;12;11;10;13;18;10;6;13;11;7;6;7;7;
811010;7. klassetrin;Dansk;;;;;;;;;;;;;;
813003;7. klassetrin;Dansk;32;29;41;34;;;;;;;;;;
813004;7. klassetrin;Dansk;14;23;20;17;13;9;13;;;;;;;
813005;7. klassetrin;Dansk;29;35;30;24;;;;;;;;;;
813008;7. klassetrin;Dansk;25;30;41;38;;;;;;;;;;
813010;7. klassetrin;Dansk;40;39;40;40;40;37;40;39;42;39;42;43;56;
813013;7. klassetrin;Dansk;52;53;48;;;;;;;;;;;
815001;7. klassetrin;Dansk;40;41;39;37;36;40;34;34;31;29;32;27;28;
815002;7. klassetrin;Dansk;75;69;76;76;75;74;72;65;65;75;75;62;77;
817001;7. klassetrin;Dansk;36;33;24;39;37;38;36;44;40;53;40;55;45;
817002;7. klassetrin;Dansk;46;45;32;77;45;44;60;51;44;45;44;31;41;
817004;7. klassetrin;Dansk;11;19;16;;;;;;;;;;;
817005;7. klassetrin;Dansk;41;41;59;42;41;44;36;33;45;32;49;58;47;
819006;7. klassetrin;Dansk;44;21;29;;;;;;;;;;;
821004;7. klassetrin;Dansk;44;81;50;80;84;54;58;;;;;;;
821005;7. klassetrin;Dansk;5;;;;;;;;;;;;;
821006;7. klassetrin;Dansk;57;40;31;63;57;43;42;44;42;47;30;40;20;
821011;7. klassetrin;Dansk;69;78;86;70;62;84;109;111;129;117;111;114;114;
821016;7. klassetrin;Dansk;8;;;;6;6;6;;12;6;;;;
821017;7. klassetrin;Dansk;17;18;13;7;13;;;;;;;;;
821210;7. klassetrin;Dansk;;;;;;;;;;;;;;
823003;7. klassetrin;Dansk;67;76;57;31;;;;;;;;;;
823004;7. klassetrin;Dansk;64;68;73;69;74;111;88;83;81;74;73;70;73;
823005;7. klassetrin;Dansk;5;;;;;;;;;;;;;
823006;7. klassetrin;Dansk;85;63;66;132;117;89;138;110;108;107;111;107;96;
823009;7. klassetrin;Dansk;12;10;11;10;9;8;9;14;16;10;10;7;7;
825001;7. klassetrin;Dansk;25;28;20;17;19;19;14;14;17;20;23;18;12;
827001;7. klassetrin;Dansk;25;27;32;;;;;;;;;;;
827002;7. klassetrin;Dansk;54;69;65;58;61;49;63;46;50;40;46;38;37;
827005;7. klassetrin;Dansk;36;46;54;38;6;43;36;20;25;19;17;13;19;
827006;7. klassetrin;Dansk;16;14;9;9;;14;;9;14;10;18;13;9;
827010;7. klassetrin;Dansk;;;;;;;;;;;;;;
829004;7. klassetrin;Dansk;8;;;;;;;;;;;;;
829007;7. klassetrin;Dansk;10;;;;;;;;;;;;;
829008;7. klassetrin;Dansk;;;;;;;;;;;;;;
829009;7. klassetrin;Dansk;;;;;;;;;;;;;;
829010;7. klassetrin;Dansk;;;;;;;;;;;;;;
831002;7. klassetrin;Dansk;26;18;17;14;13;16;16;17;27;14;12;21;13;
831003;7. klassetrin;Dansk;68;84;65;62;74;75;79;84;93;91;96;99;88;
831006;7. klassetrin;Dansk;17;21;15;18;21;16;21;18;20;21;18;15;15;
831007;7. klassetrin;Dansk;16;17;19;21;14;17;8;10;6;8;11;;;
833004;7. klassetrin;Dansk;73;73;60;62;71;58;54;55;46;49;56;47;51;
835002;7. klassetrin;Dansk;;9;8;;;;;;;;;;;
835004;7. klassetrin;Dansk;16;;13;;;;;;;;;;;
835006;7. klassetrin;Dansk;14;16;13;29;32;18;18;26;28;16;23;28;10;
835007;7. klassetrin;Dansk;13;10;9;;;;;;;;;;;
835008;7. klassetrin;Dansk;8;11;;;;;;;;;;;;
837002;7. klassetrin;Dansk;28;20;29;18;15;22;23;25;22;26;19;19;22;
837003;7. klassetrin;Dansk;25;42;25;25;19;22;25;28;22;25;23;16;16;
837005;7. klassetrin;Dansk;30;18;15;29;21;22;22;22;27;22;30;28;28;
837006;7. klassetrin;Dansk;45;29;47;61;39;48;44;46;69;44;49;47;48;
837007;7. klassetrin;Dansk;;;5;;;;;;;;;;;
837009;7. klassetrin;Dansk;6;;6;8;5;;;;;;;;;
839002;7. klassetrin;Dansk;15;;;;;;;;;;;;;
839003;7. klassetrin;Dansk;14;;;;;;;;;;;;;
839005;7. klassetrin;Dansk;13;;;;;;;;;;;;;
840001;7. klassetrin;Dansk;;;;;;;;;5;;;;;
841001;7. klassetrin;Dansk;34;38;38;27;;;;;;;;;;
841004;7. klassetrin;Dansk;39;50;48;40;;;;;;;;;;
841005;7. klassetrin;Dansk;14;6;17;14;15;17;17;21;20;20;18;19;22;
843001;7. klassetrin;Dansk;35;29;24;34;;;;;;;;;;
843004;7. klassetrin;Dansk;76;47;64;66;65;78;100;82;94;88;78;110;85;
843901;7. klassetrin;Dansk;6;5;5;;8;6;;;;;6;;;
845003;7. klassetrin;Dansk;84;46;64;64;55;59;57;53;65;55;61;69;44;
845004;7. klassetrin;Dansk;61;25;29;26;22;25;26;41;30;33;37;32;23;
845011;7. klassetrin;Dansk;62;76;69;70;64;81;76;69;71;72;75;70;87;
845013;7. klassetrin;Dansk;5;;12;19;7;;13;9;9;14;10;17;8;
846001;7. klassetrin;Dansk;;;;;;;;;;;;;;
846002;7. klassetrin;Dansk;;;9;5;;12;11;5;8;8;9;10;15;
847001;7. klassetrin;Dansk;34;44;;;;;;;;;;;;
847009;7. klassetrin;Dansk;20;;;;;;;;;;;;;
847011;7. klassetrin;Dansk;;;;;;;;;;;;;;
847012;7. klassetrin;Dansk;18;18;19;17;15;19;20;20;21;19;20;20;19;
849001;7. klassetrin;Dansk;20;21;30;59;67;68;66;65;63;66;72;59;71;
849002;7. klassetrin;Dansk;10;17;19;;;;;;;;;;;
849003;7. klassetrin;Dansk;17;23;22;;;;;;;;;;;
849004;7. klassetrin;Dansk;11;15;18;;;;;;;;;;;
849005;7. klassetrin;Dansk;66;92;87;80;105;82;83;98;78;94;94;115;87;
849006;7. klassetrin;Dansk;8;19;10;7;7;11;6;12;;17;7;8;12;
849008;7. klassetrin;Dansk;25;10;;17;16;18;23;18;10;15;17;17;18;
849009;7. klassetrin;Dansk;6;;;;;;;;;;;;;
849014;7. klassetrin;Dansk;;;;;;;;;;;;;;
851004;7. klassetrin;Dansk;8;7;5;;;;;;;;;;;
851005;7. klassetrin;Dansk;47;37;40;37;26;22;37;19;30;31;29;27;25;
851006;7. klassetrin;Dansk;11;10;10;;;;;;;;;;;
851007;7. klassetrin;Dansk;41;50;57;59;61;64;44;54;55;71;57;72;50;
851009;7. klassetrin;Dansk;69;64;73;80;81;94;66;64;90;72;94;67;87;
851010;7. klassetrin;Dansk;74;85;61;65;56;62;81;68;71;60;71;73;68;
851011;7. klassetrin;Dansk;40;39;28;38;39;36;35;38;41;31;60;41;41;
851015;7. klassetrin;Dansk;114;93;95;104;92;67;80;92;76;82;102;107;94;
851017;7. klassetrin;Dansk;;;;;;;;;;;;;;
851019;7. klassetrin;Dansk;48;44;46;5;;;;;;;;;;
851020;7. klassetrin;Dansk;53;43;38;38;39;26;25;24;20;28;35;35;45;
851021;7. klassetrin;Dansk;15;14;10;;;;;;;;;;;
851024;7. klassetrin;Dansk;62;50;51;49;48;71;46;52;72;77;59;67;64;
851026;7. klassetrin;Dansk;51;46;38;42;48;43;36;43;43;52;40;44;49;
851027;7. klassetrin;Dansk;61;51;51;59;48;55;34;54;51;50;50;60;57;
851028;7. klassetrin;Dansk;44;70;53;43;69;64;70;56;47;65;75;69;70;
851029;7. klassetrin;Dansk;54;51;53;53;34;52;39;42;44;58;37;42;37;
851030;7. klassetrin;Dansk;48;36;55;38;56;47;51;38;55;53;41;55;52;
851031;7. klassetrin;Dansk;35;47;42;44;39;42;41;49;42;57;49;48;49;
851032;7. klassetrin;Dansk;18;23;17;22;15;18;19;22;18;16;19;22;18;
851036;7. klassetrin;Dansk;42;31;42;31;25;41;44;37;34;31;29;33;28;
851037;7. klassetrin;Dansk;66;58;64;66;47;63;50;55;54;49;60;57;67;
851039;7. klassetrin;Dansk;51;40;45;44;49;32;51;42;50;54;66;47;50;
851040;7. klassetrin;Dansk;50;36;43;68;72;67;53;70;56;81;53;75;72;
851041;7. klassetrin;Dansk;28;38;35;36;33;30;39;33;29;37;41;28;30;
851042;7. klassetrin;Dansk;70;104;75;88;108;100;91;89;85;69;89;77;84;
851044;7. klassetrin;Dansk;23;29;32;35;14;21;25;20;31;24;36;38;34;
851045;7. klassetrin;Dansk;21;26;17;17;24;20;14;9;11;;;;;
851048;7. klassetrin;Dansk;31;22;24;23;27;23;23;13;14;11;6;7;23;
851049;7. klassetrin;Dansk;72;78;65;62;49;63;58;57;54;56;45;65;52;
851050;7. klassetrin;Dansk;41;25;44;33;38;34;36;33;23;39;35;39;31;
851051;7. klassetrin;Dansk;59;58;59;58;62;66;65;64;63;65;64;65;64;
851052;7. klassetrin;Dansk;;18;36;19;20;19;16;20;16;20;22;22;40;
851053;7. klassetrin;Dansk;16;17;16;18;17;16;19;21;18;17;18;17;41;
851054;7. klassetrin;Dansk;32;30;24;31;26;28;27;20;12;19;18;15;15;
851055;7. klassetrin;Dansk;47;59;57;56;66;70;78;74;72;76;83;76;79;
851064;7. klassetrin;Dansk;30;35;38;27;34;33;37;38;41;38;54;47;47;
851066;7. klassetrin;Dansk;30;17;28;32;20;26;26;27;17;28;31;32;21;
851068;7. klassetrin;Dansk;19;22;20;18;21;21;31;23;21;25;22;15;23;
851070;7. klassetrin;Dansk;30;26;21;23;23;23;24;24;21;23;24;22;21;
851071;7. klassetrin;Dansk;10;8;6;;11;;;9;7;7;7;7;8;
851075;7. klassetrin;Dansk;6;;8;6;;5;;;;;;;;
851076;7. klassetrin;Dansk;16;15;17;20;19;19;18;17;21;19;20;20;20;
851077;7. klassetrin;Dansk;5;11;8;10;8;5;8;6;9;;8;8;8;
851083;7. klassetrin;Dansk;7;;;;;;;;;;;;;
851085;7. klassetrin;Dansk;;;;;;;;;;;;;;
851087;7. klassetrin;Dansk;6;10;8;16;10;8;;10;19;21;15;16;21;
851110;7. klassetrin;Dansk;;;;;;5;;;;;;;;
851111;7. klassetrin;Dansk;;;;;;;;;;;;;;
851112;7. klassetrin;Dansk;6;14;;6;6;;10;;;;10;9;13;
851114;7. klassetrin;Dansk;;;;;;;;;;;;;;
851221;7. klassetrin;Dansk;;;;;;;;;;8;;;;
851901;7. klassetrin;Dansk;;;;;;;;;;;;;;
861001;7. klassetrin;Dansk;14;26;22;;;;;;;;;;;
861006;7. klassetrin;Dansk;20;22;26;33;25;44;38;30;16;22;22;23;19;
861009;7. klassetrin;Dansk;16;10;10;;;;;;;;;;;
861010;7. klassetrin;Dansk;69;66;48;60;48;53;60;62;56;46;54;40;45;
861011;7. klassetrin;Dansk;60;57;58;69;60;77;84;52;68;75;71;76;81;
861012;7. klassetrin;Dansk;12;;7;;;;;9;22;14;16;14;14;
861901;7. klassetrin;Dansk;;13;6;7;;6;8;;10;;;;;
101001;8. klassetrin;Dansk;39;40;47;44;44;49;50;52;47;41;49;47;54;
101003;8. klassetrin;Dansk;42;31;34;39;43;31;37;35;42;50;50;41;38;
101005;8. klassetrin;Dansk;22;33;39;37;42;48;39;36;48;50;46;36;49;
101007;8. klassetrin;Dansk;22;25;28;28;10;39;26;44;29;19;45;52;47;
101008;8. klassetrin;Dansk;9;12;13;23;6;7;20;28;20;22;21;26;22;
101011;8. klassetrin;Dansk;39;27;47;47;49;42;46;56;65;53;77;55;62;
101012;8. klassetrin;Dansk;61;84;58;42;42;44;50;43;42;48;38;51;59;
101015;8. klassetrin;Dansk;11;7;24;13;12;18;10;12;10;11;15;8;18;
101017;8. klassetrin;Dansk;48;33;53;20;40;32;23;35;27;37;18;31;41;
101018;8. klassetrin;Dansk;66;69;66;58;63;41;67;64;61;;;;;
101019;8. klassetrin;Dansk;68;72;76;78;75;79;82;103;93;90;99;57;96;
101020;8. klassetrin;Dansk;41;71;55;54;46;66;42;42;62;92;97;105;113;
101021;8. klassetrin;Dansk;57;26;37;32;19;20;28;19;14;35;19;32;28;
101022;8. klassetrin;Dansk;56;58;27;41;23;37;37;25;42;33;16;46;45;
101023;8. klassetrin;Dansk;7;;;;5;;;;;;;;;
101024;8. klassetrin;Dansk;19;15;23;30;29;13;23;7;24;;;;;
101029;8. klassetrin;Dansk;11;9;;;;;;9;9;;7;12;13;
101030;8. klassetrin;Dansk;50;37;43;37;38;35;43;24;27;29;17;23;23;
101034;8. klassetrin;Dansk;8;10;;7;;6;;;18;6;16;8;21;
101035;8. klassetrin;Dansk;;;;25;20;31;64;48;61;80;53;55;56;
101039;8. klassetrin;Dansk;38;39;53;44;44;43;29;40;32;49;47;45;40;
101041;8. klassetrin;Dansk;31;29;19;26;27;38;35;26;30;37;57;34;43;
101042;8. klassetrin;Dansk;23;31;9;38;42;41;36;39;26;35;29;39;46;
101043;8. klassetrin;Dansk;50;50;49;53;50;50;49;45;51;50;76;74;76;
101045;8. klassetrin;Dansk;;;;;;16;25;22;29;27;29;29;30;
101047;8. klassetrin;Dansk;64;61;64;64;58;65;61;60;77;60;74;61;63;
101049;8. klassetrin;Dansk;19;35;25;12;23;7;11;;;6;;7;12;
101050;8. klassetrin;Dansk;22;16;19;11;25;5;10;8;8;15;10;;;
101051;8. klassetrin;Dansk;49;62;47;36;43;;;;;;;;;
101052;8. klassetrin;Dansk;35;55;40;63;51;93;109;102;133;125;133;139;150;
101053;8. klassetrin;Dansk;71;62;61;81;72;75;76;71;85;74;76;72;82;
101055;8. klassetrin;Dansk;23;36;13;24;34;;;;;;;;;
101058;8. klassetrin;Dansk;17;29;27;46;22;23;29;39;49;40;36;64;75;
101059;8. klassetrin;Dansk;37;43;29;57;43;75;64;77;77;79;80;93;103;
101060;8. klassetrin;Dansk;45;48;44;18;34;41;31;24;18;24;26;14;26;
101062;8. klassetrin;Dansk;17;8;11;14;;7;12;9;6;23;16;;22;
101063;8. klassetrin;Dansk;12;16;11;9;8;8;7;7;15;5;8;8;11;
101064;8. klassetrin;Dansk;46;44;56;49;58;56;54;44;71;49;59;52;63;
101069;8. klassetrin;Dansk;;;16;37;20;34;17;22;28;21;43;36;32;
101070;8. klassetrin;Dansk;44;40;39;45;47;42;49;45;44;31;51;51;59;
101071;8. klassetrin;Dansk;35;35;35;37;21;23;27;23;22;20;16;16;27;
101072;8. klassetrin;Dansk;34;23;28;15;28;11;19;25;18;17;17;25;27;
101074;8. klassetrin;Dansk;10;23;24;35;33;21;36;35;41;34;41;40;41;
101075;8. klassetrin;Dansk;27;30;33;27;26;21;27;37;29;25;33;33;62;
101076;8. klassetrin;Dansk;33;17;27;10;;10;21;5;10;38;15;25;37;
101077;8. klassetrin;Dansk;5;13;9;8;;7;;5;;;;;;
101078;8. klassetrin;Dansk;19;18;27;;23;23;13;11;;10;7;;10;
101079;8. klassetrin;Dansk;36;22;43;24;42;24;49;24;47;46;42;43;43;
101080;8. klassetrin;Dansk;18;37;39;39;39;39;27;34;41;15;18;30;23;
101081;8. klassetrin;Dansk;35;37;36;34;35;35;37;38;55;55;60;84;78;
101082;8. klassetrin;Dansk;11;12;20;5;16;;14;9;5;17;;17;18;
101083;8. klassetrin;Dansk;34;39;35;36;37;34;38;35;34;37;38;30;37;
101084;8. klassetrin;Dansk;38;32;39;39;43;58;38;45;38;46;46;48;45;
101086;8. klassetrin;Dansk;33;38;41;40;37;39;41;38;43;44;42;43;44;
101088;8. klassetrin;Dansk;44;39;38;39;40;41;42;40;39;41;43;42;43;
101089;8. klassetrin;Dansk;24;16;12;21;27;23;19;24;31;21;36;40;26;
101090;8. klassetrin;Dansk;;;;;;;;;13;12;15;20;18;
101091;8. klassetrin;Dansk;17;17;15;18;17;18;15;21;15;21;18;19;22;
101092;8. klassetrin;Dansk;19;16;24;22;20;20;19;25;24;23;20;23;23;
101093;8. klassetrin;Dansk;;;9;11;;8;15;20;9;10;19;18;22;
101094;8. klassetrin;Dansk;7;6;8;6;;8;;;9;6;10;9;9;
101098;8. klassetrin;Dansk;10;;;8;5;6;5;7;5;6;7;8;7;
101111;8. klassetrin;Dansk;23;23;20;20;42;44;44;49;47;47;48;44;48;
101127;8. klassetrin;Dansk;12;16;20;17;13;17;11;19;14;17;15;18;19;
101129;8. klassetrin;Dansk;12;;15;;13;14;14;13;16;14;15;;16;
101132;8. klassetrin;Dansk;12;10;13;9;18;;18;18;20;18;16;20;14;
101133;8. klassetrin;Dansk;18;21;23;19;21;13;21;22;20;19;20;22;20;
101135;8. klassetrin;Dansk;19;19;17;20;19;20;20;21;19;20;17;19;20;
101138;8. klassetrin;Dansk;33;33;27;21;5;19;13;9;16;19;16;31;26;
101140;8. klassetrin;Dansk;18;18;22;21;19;21;20;21;22;19;17;19;22;
101149;8. klassetrin;Dansk;6;;;5;6;6;9;10;18;7;5;10;13;
101151;8. klassetrin;Dansk;43;17;14;35;25;19;30;30;23;25;19;30;43;
101152;8. klassetrin;Dansk;7;6;;;10;5;8;5;7;;;6;6;
101153;8. klassetrin;Dansk;90;94;94;89;108;93;115;116;111;118;113;95;114;
101154;8. klassetrin;Dansk;98;79;137;81;89;100;111;140;109;118;120;141;128;
101155;8. klassetrin;Dansk;96;99;90;93;98;102;98;101;100;106;105;105;102;
101157;8. klassetrin;Dansk;55;43;63;52;43;67;57;57;61;61;63;45;59;
101158;8. klassetrin;Dansk;74;81;82;78;79;76;71;76;74;79;77;76;81;
101162;8. klassetrin;Dansk;13;17;13;13;10;17;11;11;13;10;9;15;10;
101163;8. klassetrin;Dansk;;;;;;;;5;6;;;;;
101164;8. klassetrin;Dansk;;;;;;;;;;;;;;
101169;8. klassetrin;Dansk;;;;;;;;;;;;9;6;
101170;8. klassetrin;Dansk;40;42;46;44;44;50;48;50;48;46;48;48;50;
101172;8. klassetrin;Dansk;;;;;;;;;;;;;;
101174;8. klassetrin;Dansk;11;12;5;14;14;11;12;16;19;26;29;31;66;
101175;8. klassetrin;Dansk;31;46;41;58;59;42;43;51;54;66;71;66;98;
101178;8. klassetrin;Dansk;;12;;5;;13;5;5;8;7;8;6;5;
101181;8. klassetrin;Dansk;;;;5;;;6;13;7;6;6;11;18;
101184;8. klassetrin;Dansk;;;;;;;;6;;;7;6;;
101185;8. klassetrin;Dansk;8;10;11;11;10;12;11;12;14;12;13;13;10;
101188;8. klassetrin;Dansk;;;8;10;9;7;10;11;12;15;12;17;19;
101189;8. klassetrin;Dansk;;;;;;;;;;;;;;
101191;8. klassetrin;Dansk;26;;17;16;23;23;27;47;46;46;48;43;49;
101214;8. klassetrin;Dansk;6;11;;;;;;;;;;;;
101215;8. klassetrin;Dansk;;;;;;;7;;;;;;;
101216;8. klassetrin;Dansk;19;22;18;19;11;13;12;18;19;;;;;
101218;8. klassetrin;Dansk;;;15;15;12;9;5;6;9;12;8;12;;
101516;8. klassetrin;Dansk;;;;;;7;6;;10;8;8;11;5;
101525;8. klassetrin;Dansk;12;;;;;;;6;5;7;11;8;11;
101526;8. klassetrin;Dansk;;;;;;;;;;;;;;
101533;8. klassetrin;Dansk;13;8;5;12;;8;;9;;14;;15;10;
101537;8. klassetrin;Dansk;49;53;46;54;79;53;80;55;56;55;51;53;49;
101538;8. klassetrin;Dansk;12;9;7;6;15;11;15;10;12;16;10;20;15;
101540;8. klassetrin;Dansk;41;35;26;34;37;34;32;26;37;47;48;51;46;
101541;8. klassetrin;Dansk;;5;5;;;;5;;;;;;;
101543;8. klassetrin;Dansk;;8;11;;10;;6;7;7;5;;;6;
101544;8. klassetrin;Dansk;;;;;;;;;;;;;;
101563;8. klassetrin;Dansk;;;9;10;7;;;;;;;;;
101564;8. klassetrin;Dansk;;;;;;;;;;;;;;
101567;8. klassetrin;Dansk;;;;;;;;;;;8;9;;
101569;8. klassetrin;Dansk;38;22;20;15;11;15;8;11;15;22;17;6;;
101572;8. klassetrin;Dansk;8;30;13;21;10;30;8;19;27;36;18;48;47;
101575;8. klassetrin;Dansk;;;;;;;;;;;;;;
101580;8. klassetrin;Dansk;;;9;8;12;8;8;8;;5;7;;;
101584;8. klassetrin;Dansk;;;;;;;7;5;5;11;;;;
101585;8. klassetrin;Dansk;;;;;;12;21;21;19;22;19;24;19;
101586;8. klassetrin;Dansk;;;;;;;49;58;47;48;77;48;51;
101591;8. klassetrin;Dansk;6;;;;;;;7;13;15;18;17;11;
101592;8. klassetrin;Dansk;;;;;;5;7;12;7;;;5;;
101593;8. klassetrin;Dansk;;;;;;;;6;;;5;6;9;
101594;8. klassetrin;Dansk;;;5;;;;;7;;;7;6;6;
101618;8. klassetrin;Dansk;;;;;;;5;6;;;;;10;
101619;8. klassetrin;Dansk;;5;5;;;;;;5;5;;8;6;
101620;8. klassetrin;Dansk;;6;5;;6;;;5;;;;;9;
101621;8. klassetrin;Dansk;;;;;;5;6;6;6;9;12;21;14;
101625;8. klassetrin;Dansk;;;;;;;;;;;;;;
101908;8. klassetrin;Dansk;6;;;;;5;8;;;5;9;;;
101910;8. klassetrin;Dansk;;;;;;6;;8;;;6;;;
101911;8. klassetrin;Dansk;;;;;;;;;5;;9;;;
147002;8. klassetrin;Dansk;12;30;21;27;22;46;46;18;15;59;48;73;40;
147006;8. klassetrin;Dansk;34;48;59;34;38;54;36;30;43;45;34;49;65;
147007;8. klassetrin;Dansk;53;52;44;52;48;46;56;53;60;77;53;71;89;
147008;8. klassetrin;Dansk;32;55;61;57;34;44;56;85;61;70;83;56;67;
147010;8. klassetrin;Dansk;57;60;57;57;74;52;67;64;81;71;62;61;61;
147012;8. klassetrin;Dansk;55;36;38;37;55;58;46;64;49;56;75;61;72;
147017;8. klassetrin;Dansk;20;24;22;23;22;24;23;20;24;22;23;24;23;
147018;8. klassetrin;Dansk;40;42;42;36;41;40;43;40;43;43;43;45;44;
147019;8. klassetrin;Dansk;18;15;28;22;16;31;21;10;29;27;19;18;15;
147030;8. klassetrin;Dansk;5;11;8;;;;;;;;;;;
