;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
INSTNR;GRADE;TYPE;2008/2009;2009/2010;2010/2011;2011/2012;2012/2013;2013/2014;2014/2015;2015/2016;2016/2017;2017/2018;2018/2019;2019/2020;2020/2021;
147031;8. klassetrin;Dansk;;;;;;;;;14;;;;;
147033;8. klassetrin;Dansk;9;11;13;14;9;8;17;15;16;17;16;16;14;
147034;8. klassetrin;Dansk;91;92;92;87;92;91;87;92;87;92;116;114;120;
147040;8. klassetrin;Dansk;;;;;;;;;;;;;;
147044;8. klassetrin;Dansk;63;63;65;63;60;68;87;72;79;86;110;83;83;
147049;8. klassetrin;Dansk;;;;;;;;;;;;;;
147051;8. klassetrin;Dansk;41;45;47;51;49;45;49;54;55;44;61;73;79;
147052;8. klassetrin;Dansk;40;27;37;50;53;59;78;69;45;59;57;55;55;
147053;8. klassetrin;Dansk;8;;6;5;5;6;;5;8;8;12;9;10;
147054;8. klassetrin;Dansk;;;;;;;5;;;5;7;;;
147210;8. klassetrin;Dansk;;;;;;;;;;;;;;
151003;8. klassetrin;Dansk;51;53;39;42;46;60;54;62;68;70;79;55;62;
151014;8. klassetrin;Dansk;;;;;11;15;9;22;19;40;20;19;22;
151018;8. klassetrin;Dansk;19;14;18;15;13;11;13;19;12;15;20;20;14;
151019;8. klassetrin;Dansk;;7;5;;;;;;;;;;;
151021;8. klassetrin;Dansk;23;23;22;19;42;20;22;35;21;20;44;20;17;
151022;8. klassetrin;Dansk;17;19;15;29;24;20;20;21;24;26;25;26;23;
151028;8. klassetrin;Dansk;12;9;15;9;15;13;16;13;15;11;16;13;23;
151030;8. klassetrin;Dansk;15;22;15;13;13;18;13;19;14;24;19;17;18;
153001;8. klassetrin;Dansk;29;19;;;;;;;;;;;;
153003;8. klassetrin;Dansk;44;41;;;;;;;;;;;;
153005;8. klassetrin;Dansk;47;43;;;;;;;;;;;;
153006;8. klassetrin;Dansk;48;27;;;;;;;;;;;;
153009;8. klassetrin;Dansk;49;34;;;;;;;;;;;;
153010;8. klassetrin;Dansk;17;9;;;;;;;;;;;;
153011;8. klassetrin;Dansk;14;;;;;;;;;;;;;
153013;8. klassetrin;Dansk;7;;;;;;;;;;;;;
153016;8. klassetrin;Dansk;8;12;6;8;12;;;;;;;;;
153018;8. klassetrin;Dansk;;;71;60;58;56;40;40;54;60;59;46;66;
153019;8. klassetrin;Dansk;;;84;59;79;82;71;93;102;101;100;99;105;
153020;8. klassetrin;Dansk;;;32;32;30;50;35;33;37;37;30;31;54;
155004;8. klassetrin;Dansk;46;39;45;47;47;46;;;;;65;62;63;
157001;8. klassetrin;Dansk;48;53;41;49;52;64;65;44;56;72;58;48;74;
157002;8. klassetrin;Dansk;57;68;61;69;62;66;65;66;60;67;69;72;71;
157003;8. klassetrin;Dansk;76;66;77;66;67;83;64;69;64;59;65;53;54;
157005;8. klassetrin;Dansk;71;72;68;67;57;70;63;66;52;61;64;63;51;
157007;8. klassetrin;Dansk;41;36;30;47;32;30;41;42;37;20;55;39;44;
157008;8. klassetrin;Dansk;54;67;57;61;64;59;88;91;91;82;86;73;87;
157009;8. klassetrin;Dansk;94;70;72;66;70;71;99;27;83;66;70;90;72;
157010;8. klassetrin;Dansk;71;84;64;78;73;55;66;59;40;46;40;53;61;
157011;8. klassetrin;Dansk;48;73;66;62;60;57;43;44;55;36;45;46;53;
157012;8. klassetrin;Dansk;48;40;43;45;68;47;45;44;45;49;44;48;43;
157013;8. klassetrin;Dansk;48;53;48;58;51;55;54;55;52;47;52;48;55;
157015;8. klassetrin;Dansk;41;46;47;44;43;45;46;35;47;43;48;49;47;
157018;8. klassetrin;Dansk;48;47;46;53;51;52;54;54;54;52;52;53;50;
157019;8. klassetrin;Dansk;36;43;44;45;42;41;47;46;45;43;45;45;38;
157020;8. klassetrin;Dansk;25;26;27;24;25;22;25;21;27;24;37;29;21;
157034;8. klassetrin;Dansk;8;9;;16;9;15;17;9;7;11;8;16;11;
157040;8. klassetrin;Dansk;114;103;106;105;85;128;116;134;137;141;141;140;136;
157041;8. klassetrin;Dansk;13;6;9;12;18;15;23;20;23;24;17;27;29;
157047;8. klassetrin;Dansk;36;39;70;61;62;65;59;68;48;67;62;64;57;
157210;8. klassetrin;Dansk;;9;;8;13;7;7;16;11;7;;;7;
159001;8. klassetrin;Dansk;35;36;75;46;55;65;71;87;65;65;69;66;78;
159002;8. klassetrin;Dansk;56;64;67;58;44;48;49;58;40;40;67;55;58;
159003;8. klassetrin;Dansk;38;33;36;;;;;;;;;;;
159004;8. klassetrin;Dansk;51;52;45;46;52;61;64;45;64;67;57;60;58;
159005;8. klassetrin;Dansk;35;46;26;56;44;51;49;54;48;55;42;65;51;
159006;8. klassetrin;Dansk;48;36;34;55;92;77;73;76;64;82;27;61;39;
159007;8. klassetrin;Dansk;45;50;55;49;;;;;;;;;;
159008;8. klassetrin;Dansk;24;49;19;27;22;30;39;29;12;30;17;14;30;
159009;8. klassetrin;Dansk;40;74;53;54;43;67;37;45;69;56;60;73;42;
159010;8. klassetrin;Dansk;46;40;7;23;53;41;32;38;52;45;58;63;58;
159011;8. klassetrin;Dansk;49;34;;;;;;;;;;;;
159012;8. klassetrin;Dansk;44;42;42;46;43;49;47;34;45;29;23;45;46;
159013;8. klassetrin;Dansk;33;26;11;18;21;15;13;5;20;19;12;15;7;
159015;8. klassetrin;Dansk;24;22;23;24;20;26;24;24;23;23;25;22;25;
159016;8. klassetrin;Dansk;36;60;40;37;57;37;39;36;40;37;39;40;29;
159017;8. klassetrin;Dansk;18;20;18;17;19;18;18;18;18;19;13;18;16;
159018;8. klassetrin;Dansk;20;20;21;22;20;21;19;20;22;19;17;23;15;
159031;8. klassetrin;Dansk;;11;8;7;;;;;;;;;;
159034;8. klassetrin;Dansk;93;100;92;93;131;129;135;156;153;153;152;146;146;
159035;8. klassetrin;Dansk;;;;;;;5;;;6;;;;
159039;8. klassetrin;Dansk;17;8;;5;;;;10;6;6;6;;;
159040;8. klassetrin;Dansk;15;15;22;20;20;22;22;20;20;16;19;21;18;
159041;8. klassetrin;Dansk;;;;;;;;;;;;;;
161210;8. klassetrin;Dansk;;;;;;;;;;5;;;;
163001;8. klassetrin;Dansk;60;75;69;58;76;71;68;58;73;79;79;71;85;
163002;8. klassetrin;Dansk;47;48;26;;;;;;;;;;;
163003;8. klassetrin;Dansk;34;34;25;;;;;;;;;;;
163004;8. klassetrin;Dansk;29;12;27;45;58;39;45;38;42;30;44;45;54;
163006;8. klassetrin;Dansk;42;33;32;73;68;72;55;61;67;55;42;67;80;
163009;8. klassetrin;Dansk;22;20;24;21;22;22;21;23;21;21;21;21;20;
163012;8. klassetrin;Dansk;7;16;9;13;5;9;13;14;16;;14;10;14;
163211;8. klassetrin;Dansk;;;;;;;;;;;6;6;;
165001;8. klassetrin;Dansk;34;47;43;37;36;40;35;40;38;34;37;36;28;
165005;8. klassetrin;Dansk;25;20;27;;;;;;;;;;;
165006;8. klassetrin;Dansk;23;26;12;;;;;;;;;;;
165011;8. klassetrin;Dansk;16;21;17;19;23;20;22;20;20;23;23;24;23;
165015;8. klassetrin;Dansk;6;6;7;10;14;7;14;5;9;6;;6;7;
165019;8. klassetrin;Dansk;70;57;80;65;60;76;70;62;59;63;44;64;58;
165020;8. klassetrin;Dansk;66;55;44;56;50;63;67;56;64;49;43;52;59;
165210;8. klassetrin;Dansk;12;17;5;9;8;;;;;;;;;
167001;8. klassetrin;Dansk;57;45;56;59;39;64;52;76;63;54;65;56;77;
167002;8. klassetrin;Dansk;34;49;43;44;71;71;42;63;41;44;48;43;42;
167003;8. klassetrin;Dansk;43;44;42;47;48;48;47;40;40;45;51;41;38;
167004;8. klassetrin;Dansk;79;85;75;64;80;81;65;76;44;62;33;49;64;
167005;8. klassetrin;Dansk;43;40;41;50;28;45;44;43;44;37;47;46;47;
167006;8. klassetrin;Dansk;64;68;61;65;64;61;67;65;65;67;60;67;69;
167007;8. klassetrin;Dansk;25;39;11;25;;;;;;;;;;
167008;8. klassetrin;Dansk;37;27;23;19;28;27;31;24;19;42;38;50;58;
167009;8. klassetrin;Dansk;22;28;41;27;25;24;31;24;28;23;34;51;45;
167010;8. klassetrin;Dansk;14;6;7;6;;;;;;;;;;
167011;8. klassetrin;Dansk;34;43;25;31;32;52;42;56;49;32;32;31;47;
167013;8. klassetrin;Dansk;19;18;18;18;20;21;39;21;19;20;21;19;27;
167210;8. klassetrin;Dansk;;;5;;;;;;;;;;;
167901;8. klassetrin;Dansk;;;;;;;;;;;;;;
169001;8. klassetrin;Dansk;43;47;43;27;40;34;34;43;43;41;39;47;46;
169003;8. klassetrin;Dansk;47;38;40;43;32;36;37;26;34;22;41;40;35;
169004;8. klassetrin;Dansk;28;30;25;15;;;;;;;;;;
169005;8. klassetrin;Dansk;16;37;21;;;;;;;;;;;
169007;8. klassetrin;Dansk;43;35;40;60;56;53;66;53;53;42;61;65;49;
169008;8. klassetrin;Dansk;44;29;41;32;47;63;59;47;39;46;31;27;48;
169010;8. klassetrin;Dansk;22;32;21;29;22;34;37;29;38;34;40;49;35;
169012;8. klassetrin;Dansk;60;65;60;61;61;67;63;63;66;85;62;63;64;
169013;8. klassetrin;Dansk;49;13;31;18;33;35;31;36;23;36;28;22;32;
169016;8. klassetrin;Dansk;19;18;19;16;19;18;13;20;16;18;21;18;21;
169018;8. klassetrin;Dansk;44;42;46;42;45;44;45;38;45;43;44;42;57;
169019;8. klassetrin;Dansk;40;58;51;49;38;51;40;50;33;41;40;37;38;
169022;8. klassetrin;Dansk;;;;;;;;;;;;;;
169210;8. klassetrin;Dansk;8;16;8;8;12;6;;7;10;9;;5;6;
173002;8. klassetrin;Dansk;88;63;70;78;64;80;79;88;81;83;79;88;108;
173003;8. klassetrin;Dansk;72;63;60;68;58;67;88;63;59;64;65;67;64;
173004;8. klassetrin;Dansk;77;65;64;77;58;62;102;85;72;73;80;77;72;
173005;8. klassetrin;Dansk;45;68;69;46;61;68;45;72;67;70;69;76;70;
173006;8. klassetrin;Dansk;33;16;28;36;30;35;27;30;27;42;30;35;26;
173007;8. klassetrin;Dansk;43;37;36;38;31;43;36;51;35;42;35;39;26;
173009;8. klassetrin;Dansk;75;51;42;73;51;33;58;53;43;48;57;49;47;
173011;8. klassetrin;Dansk;91;71;93;91;87;101;91;94;88;96;90;87;83;
173012;8. klassetrin;Dansk;23;20;24;21;17;20;12;22;21;19;17;20;15;
173013;8. klassetrin;Dansk;48;45;43;48;46;44;49;44;48;44;47;47;47;
173014;8. klassetrin;Dansk;9;18;14;16;10;17;14;21;18;16;20;17;18;
173018;8. klassetrin;Dansk;14;6;15;7;;10;;5;9;5;;7;;
173020;8. klassetrin;Dansk;9;11;7;19;14;6;14;12;12;10;5;;16;
173024;8. klassetrin;Dansk;9;12;10;7;7;7;9;7;6;8;;8;6;
173901;8. klassetrin;Dansk;7;7;;;8;5;;7;9;9;5;5;;
175001;8. klassetrin;Dansk;39;39;40;33;29;20;34;31;37;32;36;27;25;
175002;8. klassetrin;Dansk;72;46;62;49;53;43;55;46;47;44;42;40;49;
175003;8. klassetrin;Dansk;68;44;50;47;62;58;51;58;49;63;53;58;61;
175004;8. klassetrin;Dansk;38;54;48;32;35;47;57;42;43;43;37;40;51;
175006;8. klassetrin;Dansk;64;59;40;36;38;41;37;33;29;19;31;37;18;
175007;8. klassetrin;Dansk;23;42;31;51;51;40;38;44;39;54;44;59;56;
175014;8. klassetrin;Dansk;10;15;14;10;11;15;8;5;6;15;11;12;;
175017;8. klassetrin;Dansk;70;67;69;67;67;67;71;72;70;71;71;71;70;
175021;8. klassetrin;Dansk;;;;;;;;;5;;9;;5;
175210;8. klassetrin;Dansk;7;8;12;10;7;9;10;14;9;10;8;10;6;
181002;8. klassetrin;Dansk;60;48;43;51;45;35;72;38;42;62;48;46;;
181003;8. klassetrin;Dansk;31;39;46;36;28;28;47;51;12;45;32;34;;
181006;8. klassetrin;Dansk;44;67;44;49;41;53;42;34;31;46;36;35;;
181007;8. klassetrin;Dansk;44;42;48;35;61;52;39;60;35;47;43;45;44;
181008;8. klassetrin;Dansk;50;48;51;43;38;50;37;42;25;55;48;47;41;
181009;8. klassetrin;Dansk;90;88;80;84;92;89;109;85;105;86;67;77;90;
181010;8. klassetrin;Dansk;9;7;8;12;6;11;11;14;17;13;7;6;7;
181016;8. klassetrin;Dansk;46;56;48;69;58;69;81;70;81;75;82;70;;
181017;8. klassetrin;Dansk;13;12;13;10;6;9;12;11;14;9;14;12;;
181303;8. klassetrin;Dansk;25;22;17;8;17;17;24;30;29;32;31;30;33;
181901;8. klassetrin;Dansk;6;;;5;;;;;;;;;;
183001;8. klassetrin;Dansk;22;23;45;22;42;26;25;40;20;25;22;22;21;
183002;8. klassetrin;Dansk;18;43;31;29;23;40;32;28;35;28;26;26;37;
183003;8. klassetrin;Dansk;25;22;15;15;38;20;27;15;22;25;20;26;27;
183004;8. klassetrin;Dansk;;12;;12;7;13;12;15;13;17;11;13;16;
183005;8. klassetrin;Dansk;38;44;21;12;22;22;15;22;18;14;32;26;18;
183008;8. klassetrin;Dansk;28;30;30;37;35;34;34;41;38;39;32;36;39;
183010;8. klassetrin;Dansk;;;;;;;;;;;;;;
183013;8. klassetrin;Dansk;;6;;;;;;;;;;;;
183213;8. klassetrin;Dansk;;;;;;;;;;;;;;
185002;8. klassetrin;Dansk;51;55;44;42;42;49;41;59;51;61;34;41;47;
185003;8. klassetrin;Dansk;60;69;61;39;69;57;60;55;86;56;66;64;79;
185004;8. klassetrin;Dansk;34;35;40;44;33;32;39;22;32;34;35;41;41;
185005;8. klassetrin;Dansk;105;95;87;94;93;90;86;88;86;102;91;93;110;
185006;8. klassetrin;Dansk;74;63;70;65;56;62;76;70;59;57;67;68;84;
185008;8. klassetrin;Dansk;;;;5;6;11;9;12;5;7;6;18;13;
185010;8. klassetrin;Dansk;58;53;73;40;55;57;49;45;51;56;46;53;66;
185013;8. klassetrin;Dansk;20;21;21;20;20;20;23;23;21;17;34;22;22;
185014;8. klassetrin;Dansk;49;48;51;52;50;48;30;30;19;31;27;15;33;
185015;8. klassetrin;Dansk;;;;;;;;;;;6;;5;
187001;8. klassetrin;Dansk;57;53;61;57;52;60;61;45;50;50;54;58;68;
187002;8. klassetrin;Dansk;54;49;61;61;59;61;65;53;58;57;52;58;52;
187003;8. klassetrin;Dansk;41;33;38;37;38;28;34;36;30;30;33;36;28;
187005;8. klassetrin;Dansk;12;7;8;16;6;11;12;8;13;12;7;9;18;
187006;8. klassetrin;Dansk;;6;;5;;8;7;;;6;;;;
187210;8. klassetrin;Dansk;;;;;;;;;;;;;;
189001;8. klassetrin;Dansk;71;68;72;68;74;68;71;71;45;71;65;69;65;
189002;8. klassetrin;Dansk;68;46;47;39;47;48;27;29;39;34;31;39;61;
189003;8. klassetrin;Dansk;68;75;56;55;68;71;74;63;62;83;72;72;87;
189004;8. klassetrin;Dansk;64;54;69;60;70;74;59;65;59;56;54;71;72;
189005;8. klassetrin;Dansk;;;;;;;;6;;;;;;
189006;8. klassetrin;Dansk;;;;;;;;;;;;;;
190001;8. klassetrin;Dansk;;;;;;;7;;5;;6;;;
190002;8. klassetrin;Dansk;;;;;;;;;;;;;;
190003;8. klassetrin;Dansk;;72;28;65;57;40;58;33;36;53;46;45;35;
201001;8. klassetrin;Dansk;36;34;43;33;32;40;37;34;26;31;39;40;43;
201002;8. klassetrin;Dansk;66;82;65;83;63;80;67;65;87;68;69;69;72;
201010;8. klassetrin;Dansk;9;6;;;;;;;;;;;;
201011;8. klassetrin;Dansk;;;5;;9;5;;;7;6;7;6;;
205001;8. klassetrin;Dansk;62;67;66;98;69;92;90;92;68;96;71;89;;
205002;8. klassetrin;Dansk;54;32;32;49;42;50;37;34;40;55;34;32;;
205004;8. klassetrin;Dansk;24;52;41;27;;;;;;;;;;
205005;8. klassetrin;Dansk;37;45;41;44;40;43;42;38;47;42;39;39;;
205006;8. klassetrin;Dansk;22;43;42;44;42;21;44;43;42;23;22;42;43;
205008;8. klassetrin;Dansk;47;46;49;37;;;;;;;;;;
207002;8. klassetrin;Dansk;50;56;55;67;46;58;53;57;67;43;53;71;64;
207003;8. klassetrin;Dansk;71;72;55;57;49;56;67;54;46;47;69;55;33;
207005;8. klassetrin;Dansk;28;;;;;;;;;;;;;
207006;8. klassetrin;Dansk;33;;;;;;;;;;;;;
207007;8. klassetrin;Dansk;101;96;100;104;100;103;98;99;100;103;100;99;100;
207012;8. klassetrin;Dansk;;;;;;;;;;;;;;
208001;8. klassetrin;Dansk;45;20;14;;;;;;;;;;;
208002;8. klassetrin;Dansk;47;48;46;;;;;;;;;;;
208003;8. klassetrin;Dansk;42;47;39;;;;;;;;;;;
208004;8. klassetrin;Dansk;21;25;8;;;;;;;;;;;
208005;8. klassetrin;Dansk;17;19;21;14;18;15;16;13;19;11;20;14;19;
208007;8. klassetrin;Dansk;52;52;53;53;52;49;51;44;33;50;49;47;47;
208008;8. klassetrin;Dansk;39;42;43;43;40;42;44;37;40;45;39;35;32;
208009;8. klassetrin;Dansk;11;10;11;8;13;14;15;13;9;11;9;7;16;
209001;8. klassetrin;Dansk;41;38;33;;;;;;;;;;;
209002;8. klassetrin;Dansk;23;28;82;82;95;102;96;;;;;;;
209005;8. klassetrin;Dansk;66;67;66;60;56;65;86;68;72;69;70;95;70;
211004;8. klassetrin;Dansk;49;59;43;48;47;47;53;52;;;49;50;48;
211006;8. klassetrin;Dansk;37;37;36;;;;;;;;;31;32;
211009;8. klassetrin;Dansk;32;17;31;38;18;39;85;63;78;94;79;37;52;
213001;8. klassetrin;Dansk;20;35;45;38;;;;;;;;;;
213003;8. klassetrin;Dansk;36;48;37;46;;;;;;;;;;
213004;8. klassetrin;Dansk;43;33;43;20;;;;;;;;;;
213005;8. klassetrin;Dansk;14;15;13;18;14;17;15;21;14;16;8;7;7;
213007;8. klassetrin;Dansk;22;24;23;24;21;21;25;21;19;33;26;16;23;
213008;8. klassetrin;Dansk;24;19;24;23;19;22;24;24;23;21;24;24;22;
213010;8. klassetrin;Dansk;14;13;9;7;6;5;11;17;6;12;14;16;15;
213015;8. klassetrin;Dansk;81;78;71;75;;;;;;;;;;
215001;8. klassetrin;Dansk;41;42;46;54;51;49;52;44;63;41;43;40;60;
215003;8. klassetrin;Dansk;;;;;;;;;;;;;;
215004;8. klassetrin;Dansk;41;33;45;36;;;;;;;;;;
215007;8. klassetrin;Dansk;70;72;69;70;69;71;93;92;93;93;88;96;93;
215008;8. klassetrin;Dansk;;;;11;;13;10;11;11;14;8;12;12;
215009;8. klassetrin;Dansk;49;;;;;;;;;;;;;
215300;8. klassetrin;Dansk;;;;;;;;;;9;6;8;;
215901;8. klassetrin;Dansk;7;;6;5;;;6;10;9;6;7;10;12;
217002;8. klassetrin;Dansk;91;74;90;68;72;64;78;88;75;62;90;55;71;
217003;8. klassetrin;Dansk;65;77;60;67;77;49;62;60;52;53;46;38;43;
217016;8. klassetrin;Dansk;19;17;18;19;21;16;21;19;22;20;23;20;21;
217020;8. klassetrin;Dansk;21;20;27;36;22;16;21;29;26;25;21;27;24;
217029;8. klassetrin;Dansk;;;;;;;;;;;;5;;
217034;8. klassetrin;Dansk;;;;;;;;;;;;;;
217210;8. klassetrin;Dansk;5;9;7;11;5;11;5;;;;;;6;
219001;8. klassetrin;Dansk;23;44;33;;;;;;;;;;;
219002;8. klassetrin;Dansk;84;85;80;82;98;84;102;81;86;94;83;109;90;
219003;8. klassetrin;Dansk;86;100;74;76;92;71;72;69;60;72;60;62;57;
219009;8. klassetrin;Dansk;;;;;;;;;;19;20;19;19;
219010;8. klassetrin;Dansk;47;47;47;46;45;50;50;47;47;46;45;44;46;
219011;8. klassetrin;Dansk;45;41;46;48;46;46;46;49;43;44;46;47;45;
219016;8. klassetrin;Dansk;44;43;23;38;28;17;17;37;40;20;6;19;17;
219022;8. klassetrin;Dansk;17;20;20;21;23;23;24;26;22;23;21;19;20;
219025;8. klassetrin;Dansk;;;;;;;;;;;;;;
219026;8. klassetrin;Dansk;;;8;9;5;6;;5;5;;;;6;
219027;8. klassetrin;Dansk;12;8;14;15;12;7;8;17;9;15;14;11;13;
219028;8. klassetrin;Dansk;;;;;;;;;;;;;;
219029;8. klassetrin;Dansk;11;8;;;;;;;;;;;;
219030;8. klassetrin;Dansk;;;;33;38;45;45;46;46;49;43;37;43;
219350;8. klassetrin;Dansk;;5;;5;;;;;;;;;;
219901;8. klassetrin;Dansk;7;;8;10;13;;;8;6;;8;5;7;
219902;8. klassetrin;Dansk;5;6;;5;;;;;;;;;5;
219903;8. klassetrin;Dansk;;;;;;;;;;;;;;
221004;8. klassetrin;Dansk;;;;;;;;;;;15;22;14;
221211;8. klassetrin;Dansk;10;13;11;8;6;5;9;7;;;;9;5;
223001;8. klassetrin;Dansk;60;76;69;93;91;82;70;63;65;47;60;69;52;
223002;8. klassetrin;Dansk;46;45;50;48;52;47;54;48;41;46;34;44;37;
223003;8. klassetrin;Dansk;58;64;45;66;63;54;65;42;52;68;54;44;51;
223004;8. klassetrin;Dansk;58;66;61;81;63;89;84;72;71;64;67;60;86;
223006;8. klassetrin;Dansk;41;40;46;47;49;48;64;74;66;70;74;69;64;
223007;8. klassetrin;Dansk;21;24;15;18;21;20;15;20;22;21;17;24;21;
223306;8. klassetrin;Dansk;17;;;;;;;;;;;;;
225001;8. klassetrin;Dansk;43;17;15;33;29;41;29;;;;;;;
225902;8. klassetrin;Dansk;;;;;;;;7;;;;;;
227002;8. klassetrin;Dansk;45;54;51;;;;;;;;;;;
227003;8. klassetrin;Dansk;32;20;21;;;;;;;;;;;
227004;8. klassetrin;Dansk;20;17;29;;;;;;;;;;;
227005;8. klassetrin;Dansk;31;35;30;;;;;;;;;;;
227008;8. klassetrin;Dansk;145;127;127;155;163;151;141;164;142;148;148;142;148;
227009;8. klassetrin;Dansk;;;;;;;;;;;;;;
227011;8. klassetrin;Dansk;7;11;;12;5;6;9;9;6;9;8;7;12;
227012;8. klassetrin;Dansk;;;;;;;;;;;;;;
227210;8. klassetrin;Dansk;8;6;11;6;;9;;5;5;5;7;5;;
229002;8. klassetrin;Dansk;66;70;43;38;41;42;41;;;;;;;
229006;8. klassetrin;Dansk;;;;;;;;;;;;;5;
230001;8. klassetrin;Dansk;8;7;8;6;;;;;;;;6;5;
230002;8. klassetrin;Dansk;;;;;;;;;;;5;;8;
230004;8. klassetrin;Dansk;;6;;8;;5;;;;;;;;
231005;8. klassetrin;Dansk;19;19;22;19;42;22;18;46;24;24;42;46;46;
231006;8. klassetrin;Dansk;;;;;;;;;;;;;;
233004;8. klassetrin;Dansk;111;98;87;90;96;88;96;;;;;;;
235006;8. klassetrin;Dansk;38;39;40;42;41;40;45;66;64;62;64;61;84;
250004;8. klassetrin;Dansk;79;75;59;83;72;57;55;75;83;47;70;55;40;
251001;8. klassetrin;Dansk;60;26;50;35;42;37;47;35;25;25;39;46;31;
251002;8. klassetrin;Dansk;46;56;51;45;38;46;42;38;33;43;47;43;47;
251006;8. klassetrin;Dansk;;;;;;;;;;;;;;
251007;8. klassetrin;Dansk;;;;;;;;;;;;;;
253001;8. klassetrin;Dansk;56;71;68;58;66;42;65;63;68;62;89;59;75;
253002;8. klassetrin;Dansk;43;37;37;47;42;34;35;35;33;49;41;37;47;
253003;8. klassetrin;Dansk;65;60;66;60;46;47;59;39;41;43;55;58;60;
253004;8. klassetrin;Dansk;63;75;70;76;72;71;70;60;64;68;60;65;68;
253005;8. klassetrin;Dansk;64;70;61;55;57;58;69;57;49;60;68;48;68;
253006;8. klassetrin;Dansk;71;69;72;73;60;72;67;78;57;55;45;67;64;
253007;8. klassetrin;Dansk;39;54;34;39;44;35;33;25;31;;;;;
253008;8. klassetrin;Dansk;;;6;;;;10;;8;15;6;16;26;
253009;8. klassetrin;Dansk;23;18;23;21;20;21;23;23;20;22;24;22;23;
253011;8. klassetrin;Dansk;41;40;60;48;34;61;34;33;33;36;41;34;26;
253012;8. klassetrin;Dansk;16;8;;;;;;;;;;;;
253013;8. klassetrin;Dansk;25;35;34;48;48;40;53;37;34;69;52;55;72;
253015;8. klassetrin;Dansk;58;73;69;51;69;69;73;68;64;71;70;62;64;
253017;8. klassetrin;Dansk;8;8;8;7;6;;5;7;5;;;;;
253020;8. klassetrin;Dansk;9;;;;;;;;;;;;;
253021;8. klassetrin;Dansk;;;;;;6;7;;7;8;;7;7;
253022;8. klassetrin;Dansk;;;6;6;;;;;;;;;;
255001;8. klassetrin;Dansk;32;32;34;29;24;43;37;31;31;25;40;31;36;
255003;8. klassetrin;Dansk;41;37;33;23;26;46;13;32;32;34;35;39;27;
255005;8. klassetrin;Dansk;22;33;29;30;29;29;28;26;23;20;24;22;24;
255210;8. klassetrin;Dansk;;5;;;;;;;;;;;;
257001;8. klassetrin;Dansk;57;66;49;71;69;53;66;50;56;60;61;56;61;
257002;8. klassetrin;Dansk;22;29;30;18;33;32;17;26;21;13;36;28;28;
259003;8. klassetrin;Dansk;35;33;32;32;22;27;29;33;32;57;60;52;55;
259004;8. klassetrin;Dansk;71;60;74;62;52;60;53;51;53;50;49;55;48;
259005;8. klassetrin;Dansk;27;24;29;31;22;20;23;37;24;17;22;21;38;
259006;8. klassetrin;Dansk;41;35;43;37;38;56;47;56;49;46;35;47;41;
259008;8. klassetrin;Dansk;49;48;40;45;49;33;50;48;46;41;41;42;46;
259011;8. klassetrin;Dansk;57;58;66;62;60;70;46;57;35;35;52;41;39;
259013;8. klassetrin;Dansk;19;21;16;21;23;17;22;23;17;24;22;24;22;
259015;8. klassetrin;Dansk;44;35;36;23;53;31;33;36;24;52;35;45;40;
259019;8. klassetrin;Dansk;50;70;46;43;47;49;50;48;48;47;54;51;51;
259020;8. klassetrin;Dansk;11;13;16;11;5;11;16;16;16;17;17;14;14;
259021;8. klassetrin;Dansk;16;16;18;18;15;22;21;21;24;20;23;22;22;
259022;8. klassetrin;Dansk;37;41;44;37;62;62;63;69;61;64;69;69;65;
259025;8. klassetrin;Dansk;36;41;52;48;53;54;52;56;47;47;50;31;56;
259027;8. klassetrin;Dansk;;;;;;;;;;;;;;
259028;8. klassetrin;Dansk;5;10;6;9;10;8;10;7;8;12;10;10;8;
259029;8. klassetrin;Dansk;6;8;5;;;;;;;;;;;
261001;8. klassetrin;Dansk;43;45;68;44;66;68;47;60;66;63;69;68;66;
261002;8. klassetrin;Dansk;34;15;20;21;19;19;19;28;19;19;13;27;22;
261004;8. klassetrin;Dansk;22;31;24;24;18;25;29;23;36;19;21;21;24;
261005;8. klassetrin;Dansk;30;24;24;24;26;25;24;21;22;24;19;24;24;
261210;8. klassetrin;Dansk;;;;;;;;;;;6;;;
261300;8. klassetrin;Dansk;;;;;;10;18;19;21;23;14;;;
263001;8. klassetrin;Dansk;44;56;47;46;35;41;39;37;42;44;45;49;62;
263003;8. klassetrin;Dansk;17;14;13;18;18;18;20;18;20;22;19;22;22;
263005;8. klassetrin;Dansk;;;;;;;;;;;;;;
265001;8. klassetrin;Dansk;69;68;66;70;75;65;65;68;64;64;72;66;68;
265005;8. klassetrin;Dansk;50;45;50;40;54;45;48;30;36;18;20;21;36;
265006;8. klassetrin;Dansk;73;89;74;112;100;102;99;102;99;97;89;96;86;
265007;8. klassetrin;Dansk;64;39;48;66;59;43;45;45;51;65;48;74;63;
265008;8. klassetrin;Dansk;65;57;59;63;57;59;59;42;60;49;69;43;52;
265010;8. klassetrin;Dansk;44;38;36;36;50;60;55;46;59;57;45;56;46;
265011;8. klassetrin;Dansk;;;;;;;;;;;20;14;18;
